01/01/2020;0;SEVILLA
02/01/2020;0;SEVILLA
03/01/2020;0;SEVILLA
04/01/2020;0;SEVILLA
05/01/2020;0;SEVILLA
06/01/2020;0;SEVILLA
07/01/2020;0;SEVILLA
08/01/2020;0;SEVILLA
09/01/2020;0;SEVILLA
10/01/2020;0;SEVILLA
11/01/2020;0;SEVILLA
12/01/2020;0;SEVILLA
13/01/2020;0.6;SEVILLA
14/01/2020;0;SEVILLA
15/01/2020;0;SEVILLA
16/01/2020;0;SEVILLA
17/01/2020;0;SEVILLA
18/01/2020;3.5;SEVILLA
19/01/2020;0;SEVILLA
20/01/2020;0;SEVILLA
21/01/2020;0.1;SEVILLA
22/01/2020;9.7;SEVILLA
23/01/2020;20.1;SEVILLA
24/01/2020;15.6;SEVILLA
25/01/2020;1.6;SEVILLA
26/01/2020;0;SEVILLA
27/01/2020;0;SEVILLA
28/01/2020;0;SEVILLA
29/01/2020;0;SEVILLA
30/01/2020;0;SEVILLA
31/01/2020;0;SEVILLA
01/02/2020;0;SEVILLA
02/02/2020;0;SEVILLA
03/02/2020;0;SEVILLA
04/02/2020;0;SEVILLA
05/02/2020;0;SEVILLA
06/02/2020;0;SEVILLA
07/02/2020;0;SEVILLA
08/02/2020;0;SEVILLA
09/02/2020;0;SEVILLA
10/02/2020;0;SEVILLA
11/02/2020;0;SEVILLA
12/02/2020;0;SEVILLA
13/02/2020;0;SEVILLA
14/02/2020;0;SEVILLA
15/02/2020;0;SEVILLA
16/02/2020;0;SEVILLA
17/02/2020;0;SEVILLA
18/02/2020;0;SEVILLA
19/02/2020;0;SEVILLA
20/02/2020;0;SEVILLA
21/02/2020;0;SEVILLA
22/02/2020;0;SEVILLA
23/02/2020;0;SEVILLA
24/02/2020;0;SEVILLA
25/02/2020;0;SEVILLA
26/02/2020;0;SEVILLA
27/02/2020;0;SEVILLA
28/02/2020;0;SEVILLA
29/02/2020;0;SEVILLA
01/03/2020;0.5;SEVILLA
02/03/2020;0.3;SEVILLA
03/03/2020;0;SEVILLA
04/03/2020;0;SEVILLA
05/03/2020;0;SEVILLA
06/03/2020;0;SEVILLA
07/03/2020;0;SEVILLA
08/03/2020;0;SEVILLA
09/03/2020;0;SEVILLA
10/03/2020;0;SEVILLA
11/03/2020;0;SEVILLA
12/03/2020;0;SEVILLA
13/03/2020;0;SEVILLA
14/03/2020;0;SEVILLA
15/03/2020;0;SEVILLA
16/03/2020;0;SEVILLA
17/03/2020;2.3;SEVILLA
18/03/2020;0;SEVILLA
19/03/2020;0;SEVILLA
20/03/2020;6.3;SEVILLA
21/03/2020;18.5;SEVILLA
22/03/2020;0;SEVILLA
23/03/2020;0.2;SEVILLA
24/03/2020;0;SEVILLA
25/03/2020;0;SEVILLA
26/03/2020;0;SEVILLA
27/03/2020;0;SEVILLA
28/03/2020;0;SEVILLA
29/03/2020;0;SEVILLA
30/03/2020;13.8;SEVILLA
31/03/2020;2.4;SEVILLA
01/04/2020;3.8;SEVILLA
02/04/2020;0.6;SEVILLA
03/04/2020;0;SEVILLA
04/04/2020;0;SEVILLA
05/04/2020;0.7;SEVILLA
06/04/2020;0.7;SEVILLA
07/04/2020;0;SEVILLA
08/04/2020;0;SEVILLA
09/04/2020;0;SEVILLA
10/04/2020;0;SEVILLA
11/04/2020;0;SEVILLA
12/04/2020;0;SEVILLA
13/04/2020;0;SEVILLA
14/04/2020;5.3;SEVILLA
15/04/2020;7.8;SEVILLA
16/04/2020;0;SEVILLA
17/04/2020;0;SEVILLA
18/04/2020;2.3;SEVILLA
19/04/2020;0;SEVILLA
20/04/2020;4.4;SEVILLA
21/04/2020;2.8;SEVILLA
22/04/2020;0;SEVILLA
23/04/2020;0;SEVILLA
24/04/2020;0.5;SEVILLA
25/04/2020;0.7;SEVILLA
26/04/2020;0;SEVILLA
27/04/2020;11.2;SEVILLA
28/04/2020;0;SEVILLA
29/04/2020;0;SEVILLA
30/04/2020;0;SEVILLA
01/05/2020;0;SEVILLA
02/05/2020;0;SEVILLA
03/05/2020;0;SEVILLA
04/05/2020;0;SEVILLA
05/05/2020;0;SEVILLA
06/05/2020;0;SEVILLA
07/05/2020;0;SEVILLA
08/05/2020;0;SEVILLA
09/05/2020;3;SEVILLA
10/05/2020;3.4;SEVILLA
11/05/2020;1.2;SEVILLA
12/05/2020;8;SEVILLA
13/05/2020;3.5;SEVILLA
14/05/2020;18.5;SEVILLA
15/05/2020;0.6;SEVILLA
16/05/2020;0;SEVILLA
17/05/2020;0;SEVILLA
18/05/2020;0;SEVILLA
19/05/2020;0;SEVILLA
20/05/2020;0;SEVILLA
21/05/2020;0;SEVILLA
22/05/2020;0;SEVILLA
23/05/2020;0;SEVILLA
24/05/2020;0;SEVILLA
25/05/2020;0;SEVILLA
26/05/2020;0;SEVILLA
27/05/2020;0;SEVILLA
28/05/2020;0;SEVILLA
29/05/2020;0;SEVILLA
30/05/2020;0;SEVILLA
31/05/2020;0;SEVILLA
01/06/2020;0;SEVILLA
02/06/2020;0;SEVILLA
03/06/2020;0;SEVILLA
04/06/2020;0;SEVILLA
05/06/2020;0;SEVILLA
06/06/2020;0;SEVILLA
07/06/2020;0;SEVILLA
08/06/2020;0;SEVILLA
09/06/2020;0;SEVILLA
10/06/2020;0;SEVILLA
11/06/2020;0;SEVILLA
12/06/2020;0;SEVILLA
13/06/2020;0;SEVILLA
14/06/2020;0;SEVILLA
15/06/2020;0;SEVILLA
16/06/2020;0;SEVILLA
17/06/2020;0;SEVILLA
18/06/2020;0;SEVILLA
19/06/2020;0;SEVILLA
20/06/2020;0;SEVILLA
21/06/2020;0;SEVILLA
22/06/2020;0;SEVILLA
23/06/2020;0;SEVILLA
24/06/2020;0;SEVILLA
25/06/2020;0;SEVILLA
26/06/2020;0;SEVILLA
27/06/2020;0;SEVILLA
28/06/2020;0;SEVILLA
29/06/2020;0;SEVILLA
30/06/2020;0;SEVILLA
01/07/2020;0;SEVILLA
02/07/2020;0;SEVILLA
03/07/2020;0;SEVILLA
04/07/2020;0;SEVILLA
05/07/2020;0;SEVILLA
06/07/2020;0;SEVILLA
07/07/2020;0;SEVILLA
08/07/2020;0;SEVILLA
09/07/2020;0;SEVILLA
10/07/2020;0;SEVILLA
11/07/2020;0;SEVILLA
12/07/2020;0;SEVILLA
13/07/2020;0;SEVILLA
14/07/2020;0;SEVILLA
15/07/2020;0;SEVILLA
16/07/2020;0;SEVILLA
17/07/2020;0;SEVILLA
18/07/2020;0;SEVILLA
19/07/2020;0;SEVILLA
20/07/2020;0;SEVILLA
21/07/2020;2.4;SEVILLA
22/07/2020;0;SEVILLA
23/07/2020;0;SEVILLA
24/07/2020;0;SEVILLA
25/07/2020;0;SEVILLA
26/07/2020;0;SEVILLA
27/07/2020;0;SEVILLA
28/07/2020;0;SEVILLA
29/07/2020;0;SEVILLA
30/07/2020;0;SEVILLA
31/07/2020;0;SEVILLA
01/08/2020;0;SEVILLA
02/08/2020;0;SEVILLA
03/08/2020;0;SEVILLA
04/08/2020;0;SEVILLA
05/08/2020;0;SEVILLA
06/08/2020;0;SEVILLA
07/08/2020;0;SEVILLA
08/08/2020;0;SEVILLA
09/08/2020;0;SEVILLA
10/08/2020;0;SEVILLA
11/08/2020;0;SEVILLA
12/08/2020;0;SEVILLA
13/08/2020;0;SEVILLA
14/08/2020;0;SEVILLA
15/08/2020;0;SEVILLA
16/08/2020;0;SEVILLA
17/08/2020;0;SEVILLA
18/08/2020;0;SEVILLA
19/08/2020;0;SEVILLA
20/08/2020;0;SEVILLA
21/08/2020;0;SEVILLA
22/08/2020;0;SEVILLA
23/08/2020;0;SEVILLA
24/08/2020;0;SEVILLA
25/08/2020;0;SEVILLA
26/08/2020;0;SEVILLA
27/08/2020;0;SEVILLA
28/08/2020;0;SEVILLA
29/08/2020;0;SEVILLA
30/08/2020;0;SEVILLA
31/08/2020;0;SEVILLA
01/09/2020;0;SEVILLA
02/09/2020;0;SEVILLA
03/09/2020;0;SEVILLA
04/09/2020;0;SEVILLA
05/09/2020;0;SEVILLA
06/09/2020;0;SEVILLA
07/09/2020;0;SEVILLA
08/09/2020;0;SEVILLA
09/09/2020;0;SEVILLA
10/09/2020;0;SEVILLA
11/09/2020;0;SEVILLA
12/09/2020;0;SEVILLA
13/09/2020;0;SEVILLA
14/09/2020;0;SEVILLA
15/09/2020;0;SEVILLA
16/09/2020;0;SEVILLA
17/09/2020;0;SEVILLA
18/09/2020;3.7;SEVILLA
19/09/2020;0.6;SEVILLA
20/09/2020;0;SEVILLA
21/09/2020;0;SEVILLA
22/09/2020;0;SEVILLA
23/09/2020;0;SEVILLA
24/09/2020;0;SEVILLA
25/09/2020;0;SEVILLA
26/09/2020;0;SEVILLA
27/09/2020;0;SEVILLA
28/09/2020;0;SEVILLA
29/09/2020;0;SEVILLA
30/09/2020;0;SEVILLA
